code_postal,ville,population
62710,Courrières,10199
42160,Andrézieux-Bouthéon,10187
44130,Blain,10187
74240,Gaillard,10175
59960,Neuville-en-Ferrain,10160
85190,Aizenay,10146
33290,Parempuyre,10142
1220,Divonne-les-Bains,10137
76320,Caudebec-lès-Elbeuf,10135
31190,Auterive,10126
13710,Fuveau,10115
86180,Buxerolles,10105
29170,Fouesnant,10098
13180,Gignac-la-Nerthe,10083
14120,Mondeville,10075
54130,Saint-Max,10073
13480,Cabriès,10070
54190,Villerupt,10069
81200,Mazamet,10064
62260,Auchel,10062
79200,Parthenay,10058
95540,Méry-sur-Oise,10046
78540,Vernouillet,10025
66250,Saint-Laurent-de-la-Salanque,10010
83330,Beausset,10007
33450,Saint-Loubès,10005
95220,Pierrelaye,9998
59580,Aniche,9997
16800,Soyaux,9995
13410,Lambesc,9991
62190,Lillers,9988
60230,Chambly,9980
38320,Eybens,9974
57155,Marly,9971
95470,Fosses,9929
54320,Maxéville,9921
81400,Carmaux,9898
6410,Biot,9880
56800,Ploërmel,9879
97213,Gros-Morne,9876
74100,Vétraz-Monthoux,9874
40280,Saint-Pierre-du-Mont,9871
62640,Montigny-en-Gohelle,9870
42230,Roche-la-Molière,9863
69520,Grigny,9851
69320,Feyzin,9850
27500,Pont-Audemer,9848
35760,Saint-Grégoire,9837
87270,Couzeix,9828
97317,Apatou,9818
31120,Portet-sur-Garonne,9805
31600,Seysses,9789
80300,Albert,9781
97100,Basse-Terre,9779
46100,Figeac,9770
22600,Loudéac,9762
38340,Voreppe,9758
45140,Ingré,9755
76160,Darnétal,9738
76530,Grand-Couronne,9726
77260,Ferté-sous-Jouarre,9714
59910,Bondues,9713
77700,Serris,9706
57120,Rombas,9697
31470,Saint-Lys,9686
20290,Borgo,9678
31250,Revel,9665
83210,Farlède,9658
62510,Arques,9655
59660,Merville,9652
62430,Sallaumines,9650
83490,Muy,9646
18230,Saint-Doulchard,9645
54110,Dombasle-sur-Meurthe,9633
76370,Petit-Caux,9625
27300,Bernay,9622
13210,Saint-Rémy-de-Provence,9619
95260,Beaumont-sur-Oise,9590
59115,Leers,9588
62120,Aire-sur-la-Lys,9585
14140,Mézidon Vallée dAuge,9579
17440,Aytré,9578
26300,Bourg-de-Péage,9578
81370,Saint-Sulpice-la-Pointe,9576
95460,Ézanville,9573
34470,Pérols,9561
44115,Basse-Goulaine,9555
74370,Fillière,9547
83510,Lorgues,9542
35650,Rheu,9535
91560,Crosne,9532
64230,Lescar,9524
85400,Luçon,9483
91480,Quincy-sous-Sénart,9477
31490,Léguevin,9474
9000,Foix,9472
44330,Vallet,9468
49124,Saint-Barthélemy-dAnjou,9460
18200,Saint-Amand-Montrond,9459
31270,Frouzins,9457
58200,Cosne-Cours-sur-Loire,9437
66200,Elne,9428
83320,Carqueiranne,9417
85140,Essarts-en-Bocage,9399
59163,Condé-sur-lEscaut,9396
44310,Saint-Philbert-de-Grand-Lieu,9388
78114,Magny-les-Hameaux,9385
45650,Saint-Jean-le-Blanc,9379
54140,Jarville-la-Malgrange,9374
47520,Passage,9373
33980,Audenge,9371
67120,Molsheim,9359
97228,Sainte-Luce,9350
44260,Savenay,9350
31140,Aucamville,9349
84600,Valréas,9346
28400,Nogent-le-Rotrou,9341
13680,Lançon-Provence,9340
47400,Tonneins,9337
14150,Ouistreham,9331
44390,Nort-sur-Erdre,9327
32600,Isle-Jourdain,9324
57300,Hagondange,9321
35600,Redon,9312
33127,Saint-Jean-dIllac,9304
26250,Livron-sur-Drôme,9298
34920,Crès,9295
34800,Clermont-lHérault,9269
31140,Launaguet,9260
91440,Bures-sur-Yvette,9254
59124,Escaudain,9253
59810,Lesquin,9241
1300,Belley,9239
71600,Paray-le-Monial,9239
89300,Joigny,9218
74500,Évian-les-Bains,9214
54350,Mont-Saint-Martin,9202
29400,Landivisiau,9192
40130,Capbreton,9185
58640,Varennes-Vauzelles,9180
97370,Maripasoula,9177
74100,Ville-la-Grand,9169
19200,Ussel,9159
95250,Beauchamp,9158
97340,Grand-Santi,9120
62660,Beuvry,9111
66600,Rivesaltes,9099
45300,Pithiviers,9094
77700,Magny-le-Hongre,9064
1280,Prévessin-Moëns,9063
74950,Scionzier,9059
69630,Chaponost,9052
73490,Ravoire,9042
78250,Meulan-en-Yvelines,9041
78380,Bougival,9031
44840,Sorinières,9031
54510,Tomblaine,9019
33470,Teich,9004
35580,Guichen,8995
60260,Lamorlaye,8993
42340,Veauche,8992
56370,Sarzeau,8977
34790,Grabels,8973
76700,Gonfreville-lOrcher,8961
31330,Grenade,8961
63118,Cébazat,8946
56860,Séné,8944
43120,Monistrol-sur-Loire,8925
60270,Gouvieux,8924
84310,Morières-lès-Avignon,8922
97620,Chirongui,8920
7400,Teil,8901
77370,Nangis,8898
62480,Portel,8897
91650,Breuillet,8873
21800,Quetigny,8869
13580,Fare-les-Oliviers,8867
69540,Irigny,8867
49420,Ombrée dAnjou,8859
84250,Thor,8858
3700,Bellerive-sur-Allier,8855
88190,Golbey,8849
21121,Fontaine-lès-Dijon,8847
69570,Dardilly,8828
77240,Vert-Saint-Denis,8822
24200,Sarlat-la-Canéda,8812
64340,Boucau,8809
45430,Chécy,8808
72400,Ferté-Bernard,8799
62320,Rouvroy,8797
84320,Entraigues-sur-la-Sorgue,8793
56530,Quéven,8790
54270,Essey-lès-Nancy,8782
74330,Poisy,8773
26130,Saint-Paul-Trois-Châteaux,8758
26400,Crest,8756
59620,Aulnoye-Aymeries,8756
14350,Souleuvre en Bocage,8745
62410,Wingles,8742
85160,Saint-Jean-de-Monts,8741
17180,Périgny,8741
76170,Lillebonne,8729
49330,Hauts-dAnjou,8727
39200,Saint-Claude,8727
59264,Onnaing,8719
59930,Chapelle-dArmentières,8719
60280,Margny-lès-Compiègne,8716
13880,Velaux,8713
76650,Petit-Couronne,8688
30220,Aigues-Mortes,8685
31820,Pibrac,8678
21600,Longvic,8676
13360,Roquevaire,8673
91310,Montlhéry,8670
33230,Coutras,8669
3410,Domérat,8667
93450,Île-Saint-Denis,8664
63370,Lempdes,8663
2500,Hirson,8662
44430,Loroux-Bottereau,8649
62330,Isbergues,8649
33370,Artigues-près-Bordeaux,8645
13250,Saint-Chamas,8643
74400,Chamonix-Mont-Blanc,8642
85170,Poiré-sur-Vie,8626
79700,Mauléon,8597
29860,Plabennec,8589
38150,Roussillon,8589
97290,Marin,8586
38450,Vif,8584
35235,Thorigné-Fouillard,8582
34280,Grande-Motte,8573
35150,Janzé,8570
92420,Vaucresson,8566
77220,Gretz-Armainvilliers,8556
29500,Ergué-Gabéric,8553
7000,Privas,8541
31880,Salvetat-Saint-Gilles,8524
59840,Pérenchies,8519
88150,Thaon-les-Vosges,8513
44880,Sautron,8512
53600,Évron,8508
35340,Liffré,8507
71230,Saint-Vallier,8503
30133,Angles,8480
42240,Unieux,8479
97280,Vauclin,8474
30320,Marguerittes,8467
49350,Gennes-Val-de-Loire,8464
59310,Orchies,8455
74370,Epagny Metz-Tessy,8454
22950,Trégueux,8450
85110,Chantonnay,8447
13230,Port-Saint-Louis-du-Rhône,8446
30240,Grau-du-Roi,8438
91460,Marcoussis,8430
76410,Saint-Aubin-lès-Elbeuf,8428
13770,Venelles,8426
40140,Soustons,8421
95410,Groslay,8416
45110,Châteauneuf-sur-Loire,8416
56450,Theix-Noyalo,8403
29120,Pont-lAbbé,8395
95130,Plessis-Bouchard,8393
59380,Téteghem-Coudekerque-Village,8384
62880,Vendin-le-Vieil,8381
30700,Uzès,8379
29290,Saint-Renan,8358
50200,Coutances,8353
77220,Tournan-en-Brie,8340
42110,Feurs,8338
56260,Larmor-Plage,8318
38920,Crolles,8317
76700,Harfleur,8315
83150,Bandol,8311
33560,Carbon-Blanc,8300
97670,Chiconi,8295
38760,Varces-Allières-et-Risset,8287
76320,Saint-Pierre-lès-Elbeuf,8285
6530,Peymeinade,8256
35131,Chartres-de-Bretagne,8237
35770,Vern-sur-Seiche,8233
34570,Pignan,8221
13510,Éguilles,8220
37510,Ballan-Miré,8217
62970,Courcelles-lès-Lens,8213
97131,Petit-Canal,8201
76420,Bihorel,8199
83480,Puget-sur-Argens,8195
17430,Tonnay-Charente,8195
33950,Lège-Cap-Ferret,8193
59126,Linselles,8192
83230,Bormes-les-Mimosas,8173
66300,Thuir,8173
95550,Bessancourt,8172
68350,Brunstatt-Didenheim,8172
74930,Reignier-Ésery,8170
29820,Guilers,8170
31700,Cornebarrieu,8164
85440,Talmont-Saint-Hilaire,8161
44830,Bouaye,8144
38110,Tour-du-Pin,8138
62820,Libercourt,8138
54800,Jarny,8130
34410,Sérignan,8123
67460,Souffelweyersheim,8120
62420,Billy-Montigny,8117
44480,Donges,8113
44570,Trignac,8106
1800,Meximieux,8085
6480,Colle-sur-Loup,8084
91620,Ville-du-Bois,8080
62670,Mazingarbe,8068
41350,Vineuil,8067
37500,Chinon,8052
56440,Languidic,8047
42150,Ricamarie,8046
6580,Pégomas,8045
42290,Sorbiers,8042
19360,Malemort,8027
45330,Malesherbois,8005
72190,Coulaines,8003
56230,Questembert,8001
39300,Champagnole,8000
38180,Seyssins,7997
54150,Val de Briey,7996
12400,Saint-Affrique,7992
68920,Wintzenheim,7989
65800,Aureilhan,7982
76240,Mesnil-Esnard,7980
91800,Boussy-Saint-Antoine,7980
85800,Saint-Gilles-Croix-de-Vie,7974
71850,Charnay-lès-Mâcon,7969
40230,Saint-Vincent-de-Tyrosse,7956
69480,Anse,7947
57525,Talange,7938
62217,Achicourt,7938
27700,Andelys,7937
78350,Jouy-en-Josas,7928
54220,Malzéville,7927
30650,Rochefort-du-Gard,7921
70200,Lure,7918
37260,Monts,7914
59180,Cappelle-la-Grande,7899
59116,Houplines,7897
33770,Salles,7887
22360,Langueux,7886
63540,Romagnat,7869
91550,Paray-Vieille-Poste,7868
78440,Gargenville,7863
38640,Claix,7859
87170,Isle,7853
33127,Martignas-sur-Jalle,7850
66270,Soler,7846
33530,Bassens,7842
49460,Montreuil-Juigné,7842
88400,Gérardmer,7833
61300,Aigle,7824
38230,Tignieu-Jameyzieu,7815
34120,Pézenas,7788
42390,Villars,7783
14700,Falaise,7782
49480,Verrières-en-Anjou,7775
59136,Wavrin,7773
68800,Thann,7766
57330,Hettange-Grande,7765
57310,Guénange,7761
91610,Ballancourt-sur-Essonne,7757
16400,Couronne,7753
78470,Saint-Rémy-lès-Chevreuse,7747
38630,Avenières Veyrins-Thuellin,7740
30127,Bellegarde,7740
34670,Baillargues,7735
49310,Lys-Haut-Layon,7724
69250,Neuville-sur-Saône,7721
38160,Saint-Marcellin,7708
38210,Tullins,7706
97630,Mtsamboro,7705
4200,Sisteron,7699
52200,Langres,7697
86380,Jaunay-Marigny,7687
83240,Cavalaire-sur-Mer,7678
44360,Saint-Étienne-de-Montluc,7658
35310,Mordelles,7658
31700,Beauzelle,7656
45560,Saint-Denis-en-Val,7654
20620,Biguglia,7654
20250,Corte,7654
44450,Saint-Julien-de-Concelles,7653
56330,Pluvigner,7651
66400,Céret,7648
74500,Publier,7646
34340,Marseillan,7643
44270,Machecoul-Saint-Même,7642
97128,Goyave,7638
35230,Noyal-Châtillon-sur-Seiche,7631
78590,Noisy-le-Roi,7631
97114,Trois-Rivières,7625
36130,Déols,7625
66430,Bompas,7619
78650,Beynes,7617
69400,Gleizé,7614
88200,Remiremont,7611
29140,Rosporden,7609
59850,Nieppe,7606
67118,Geispolsheim,7603
21130,Auxonne,7602
77184,Émerainville,7601
45190,Beaugency,7598
74800,Saint-Pierre-en-Faucigny,7591
7130,Saint-Péray,7588
33160,Saint-Aubin-de-Médoc,7583
74210,Faverges-Seythenex,7581
83460,Arcs,7580
64240,Hasparren,7577
35470,Bain-de-Bretagne,7570
38430,Moirans,7565
78430,Louveciennes,7563
13960,Sausset-les-Pins,7563
6390,Contes,7544
73300,Saint-Jean-de-Maurienne,7536
16710,Saint-Yrieix-sur-Charente,7525
44370,Loireauxence,7517
67160,Wissembourg,7516
35220,Châteaubourg,7512
97113,Gourbeyre,7508
38290,Verpillière,7500
71160,Digoin,7498
21850,Saint-Apollinaire,7490
59970,Fresnes-sur-Escaut,7486
93410,Vaujours,7478
64480,Ustaritz,7476
91250,Saint-Germain-lès-Corbeil,7472
44190,Clisson,7465
31840,Aussonne,7465
57180,Terville,7456
64210,Bidart,7449
8300,Rethel,7425
68190,Ensisheim,7418
95390,Saint-Prix,7404
17140,Lagord,7387
42300,Mably,7382
29260,Lesneven,7377
62620,Barlin,7366
44240,Sucé-sur-Erdre,7366
54210,Saint-Nicolas-de-Port,7364
40200,Mimizan,7364
38530,Pontcharra,7361
16600,Ruelle-sur-Touvre,7356
59119,Waziers,7354
53940,Saint-Berthevin,7353
7700,Bourg-Saint-Andéol,7352
31790,Saint-Jory,7346
33210,Langon,7345
43200,Yssingeaux,7345
68330,Huningue,7339
66350,Toulouges,7334
38190,Villard-Bonnot,7331
57250,Moyeuvre-Grande,7330
91450,Soisy-sur-Seine,7322
29160,Crozon,7321
45240,Ferté-Saint-Aubin,7318
22590,Pordic,7316
86280,Saint-Benoît,7307
27160,Verneuil dAvre et dIton,7305
38220,Vizille,7293
91090,Lisses,7292
80200,Péronne,7291
34700,Lodève,7289
14140,Saint-Pierre-en-Auge,7288
6330,Roquefort-les-Pins,7276
33138,Lanton,7276
24750,Trélissac,7268
1150,Lagnieu,7268
69370,Saint-Didier-au-Mont-dOr,7265
35520,Melesse,7260
79400,Saint-Maixent-lÉcole,7254
44550,Montoir-de-Bretagne,7252
24660,Coulounieix-Chamiers,7245
97433,Salazie,7243
29270,Carhaix-Plouguer,7240
44680,Sainte-Pazanne,7218
35480,Guipry-Messac,7202
67201,Eckbolsheim,7199
34690,Fabrègues,7197
40160,Parentis-en-Born,7195
22500,Paimpol,7191
59950,Auby,7188
73700,Bourg-Saint-Maurice,7187
44320,Chaumes-en-Retz,7184
59300,Aulnoy-lez-Valenciennes,7183
17600,Saujon,7183
74380,Cranves-Sales,7182
57390,Audun-le-Tiche,7180
62790,Leforest,7179
22700,Perros-Guirec,7175
64310,Saint-Pée-sur-Nivelle,7170
77700,Bailly-Romainvilliers,7169
38610,Gières,7161
67140,Barr,7152
79180,Chauray,7151
73400,Ugine,7148
95440,Écouen,7145
44410,Herbignac,7133
6610,Gaude,7133
91360,Villemoisson-sur-Orge,7120
76310,Sainte-Adresse,7116
30380,Saint-Christol-lez-Alès,7115
30129,Manduel,7109
22200,Guingamp,7105
97414,Entre-Deux,7105
33290,Pian-Médoc,7105
77150,Lésigny,7102
86300,Chauvigny,7099
51450,Bétheny,7086
56850,Caudan,7074
42350,Talaudière,7073
34540,Balaruc-les-Bains,7073
85430,Aubigny-Les Clouzeaux,7069
89400,Migennes,7068
64110,Jurançon,7064
44450,Divatte-sur-Loire,7057
29910,Trégunc,7050
38330,Saint-Ismier,7048
69270,Fontaines-sur-Saône,7047
34740,Vendargues,7044
91310,Linas,7032
62150,Houdain,7030
68360,Soultz-Haut-Rhin,7027
59630,Bourbourg,7023
14460,Colombelles,7022
97119,Vieux-Habitants,7014
40530,Labenne,7007
65200,Bagnères-de-Bigorre,7000
49250,Beaufort-en-Anjou,6994
91320,Wissous,6991
31750,Escalquens,6986
60140,Liancourt,6983
57270,Uckange,6976
56700,Kervignac,6966
97229,Trois-Îlets,6964
76960,Notre-Dame-de-Bondeville,6957
35730,Pleurtuit,6953
78630,Orgeval,6948
1600,Trévoux,6947
59360,Cateau-Cambrésis,6929
78320,Mesnil-Saint-Denis,6929
78710,Rosny-sur-Seine,6929
56400,Brech,6924
59890,Quesnoy-sur-Deûle,6920
69720,Saint-Bonnet-de-Mure,6920
26140,Saint-Rambert-dAlbon,6913
22960,Plédran,6910
97426,Trois-Bassins,6899
62750,Loos-en-Gohelle,6896
62460,Divion,6893
42120,Coteau,6889
35690,Acigné,6888
13430,Eyguières,6887
77181,Courtry,6885
93460,Gournay-sur-Marne,6882
22520,Binic-Étables-sur-Mer,6881
47600,Nérac,6881
44117,Saint-André-des-Eaux,6881
77700,Chessy,6875
26120,Chabeuil,6873
25500,Morteau,6867
91580,Étréchy,6866
69580,Sathonay-Camp,6858
45700,Villemandeur,6846
1120,Montluel,6838
13560,Sénas,6838
87500,Saint-Yrieix-la-Perche,6825
17700,Surgères,6825
34830,Jacou,6823
97431,Plaine-des-Palmistes,6821
95800,Courdimanche,6816
31620,Castelnau-dEstrétefonds,6814
1440,Viriat,6808
82300,Caussade,6804
27600,Gaillon,6801
77100,Nanteuil-lès-Meaux,6800
13420,Gémenos,6794
50700,Valognes,6791
59192,Beuvrages,6784
44860,Pont-Saint-Martin,6780
78690,Essarts-le-Roi,6775
26110,Nyons,6771
95430,Auvers-sur-Oise,6763
14600,Honfleur,6761
44119,Grandchamp-des-Fontaines,6759
29350,Moëlan-sur-Mer,6756
91520,Égly,6756
59750,Feignies,6752
13470,Carnoux-en-Provence,6747
10800,Saint-Julien-les-Villas,6745
86200,Loudun,6743
35160,Montfort-sur-Meu,6742
29250,Saint-Pol-de-Léon,6741
77280,Othis,6739
74140,Douvaine,6738
38420,Domène,6720
13260,Cassis,6720
41120,Controis-en-Sologne,6719
59242,Templeuve-en-Pévèle,6705
17400,Saint-Jean-dAngély,6705
62160,Grenay,6704
56880,Ploeren,6699
49080,Bouchemaine,6690
72560,Changé,6686
83440,Montauroux,6685
29880,Plouguerneau,6682
28600,Luisant,6682
42450,Sury-le-Comtal,6681
49160,Longué-Jumelles,6671
33140,Cadaujac,6671
64250,Cambo-les-Bains,6669
69126,Brindas,6661
70300,Luxeuil-les-Bains,6659
62221,Noyelles-sous-Lens,6659
34660,Cournonterral,6654
82700,Montech,6650
34150,Gignac,6650
13730,Saint-Victoret,6648
97214,Lorrain,6648
17138,Puilboreau,6635
97125,Bouillante,6634
17310,Saint-Pierre-dOléron,6627
59480,Bassée,6622
38140,Rives,6622
26270,Loriol-sur-Drôme,6619
54230,Neuves-Maisons,6619
71130,Gueugnon,6616
63600,Ambert,6616
42650,Saint-Jean-Bonnefonds,6611
91760,Itteville,6603
81160,Saint-Juéry,6600
74230,Thônes,6600
69350,Mulatière,6595
54250,Champigneulles,6594
76260,Eu,6591
34590,Marsillargues,6587
78680,Épône,6585
95570,Bouffémont,6584
91160,Saulx-les-Chartreux,6583
88300,Neufchâteau,6580
38490,Abrets en Dauphiné,6576
56650,Inzinzac-Lochrist,6571
13821,Penne-sur-Huveaune,6569
37250,Veigné,6568
45130,Meung-sur-Loire,6567
34770,Gigean,6565
54240,Jœuf,6560
44540,Vallons-de-lErdre,6559
38550,Saint-Maurice-lExil,6555
54410,Laneuveville-devant-Nancy,6551
78610,Perray-en-Yvelines,6543
71100,Saint-Rémy,6541
31620,Fronton,6538
81290,Labruguière,6538
66680,Canohès,6534
57535,Marange-Silvange,6527
34160,Castries,6523
60870,Villers-Saint-Paul,6521
73160,Cognin,6520
49290,Chalonnes-sur-Loire,6519
43100,Brioude,6518
30290,Laudun-lArdoise,6511
54390,Frouard,6511
31600,Eaunes,6510
38550,Péage-de-Roussillon,6508
69210,Lentilly,6508
62223,Saint-Laurent-Blangy,6507
59940,Estaires,6496
47110,Sainte-Livrade-sur-Lot,6496
44620,Montagne,6488
44360,Vigneux-de-Bretagne,6480
59553,Cuincy,6472
44810,Héric,6472
38700,Tronche,6470
35310,Bréal-sous-Montfort,6469
32100,Condom,6466
51350,Cormontreuil,6456
76240,Bonsecours,6455
71500,Louhans,6454
31140,Saint-Alban,6454
69210,Arbresle,6453
18500,Mehun-sur-Yèvre,6448
1960,Péronnas,6448
33740,Arès,6441
31330,Merville,6440
56250,Elven,6436
57460,Behren-lès-Forbach,6433
97650,MTsangamouji,6432
91470,Limours,6431
73230,Saint-Alban-Leysse,6429
15100,Saint-Flour,6423
18400,Saint-Florent-sur-Cher,6419
91310,Longpont-sur-Orge,6417
31860,Labarthe-sur-Lèze,6415
22330,Mené,6413
35360,Montauban-de-Bretagne,6410
5200,Embrun,6404
77450,Esbly,6402
74970,Marignier,6401
53810,Changé,6397
85700,Sèvremont,6391
89200,Avallon,6387
74300,Thyez,6379
63122,Ceyrat,6373
38670,Chasse-sur-Rhône,6372
29830,Ploudalmézeau,6358
62930,Wimereux,6358
77178,Saint-Pathus,6358
63190,Lezoux,6357
59720,Louvroil,6357
77430,Champagne-sur-Seine,6356
1480,Jassans-Riottier,6355
74140,Sciez,6351
8600,Givet,6347
29720,Plonéour-Lanvern,6347
29850,Gouesnou,6347
34725,Saint-André-de-Sangonis,6344
97439,Sainte-Rose,6343
13720,Bouilladisse,6341
35132,Vezin-le-Coquet,6337
49770,Longuenée-en-Anjou,6334
73410,Entrelacs,6329
78600,Mesnil-le-Roi,6322
33450,Izon,6320
15130,Arpajon-sur-Cère,6315
68180,Horbourg-Wihr,6301
77176,Nandy,6294
63140,Châtel-Guyon,6294
28700,Auneau-Bleury-Saint-Symphorien,6288
74410,Saint-Jorioz,6287
83720,Trans-en-Provence,6285
34560,Poussan,6283
69440,Mornant,6274
84380,Mazan,6269
57470,Hombourg-Haut,6267
77400,Saint-Thibault-des-Vignes,6266
68460,Lutterbach,6261
24120,Terrasson-Lavilledieu,6261
26320,Saint-Marcel-lès-Valence,6252
59167,Lallaing,6250
9200,Saint-Girons,6250
54310,Homécourt,6247
41500,Mer,6235
85170,Bellevigny,6235
62740,Fouquières-lès-Lens,6233
47240,Bon-Encontre,6233
59146,Pecquencourt,6232
56150,Baud,6228
17340,Châtelaillon-Plage,6227
26300,Chatuzange-le-Goubet,6227
56890,Plescop,6225
40800,Aire-sur-lAdour,6220
83980,Lavandou,6216
57540,Petite-Rosselle,6216
53960,Bonchamp-lès-Laval,6211
86580,Vouneuil-sous-Biard,6210
37320,Esvres,6208
59920,Quiévrechain,6208
36300,Blanc,6204
35270,Combourg,6203
71380,Saint-Marcel,6199
86440,Migné-Auxances,6197
30230,Bouillargues,6192
97620,Bouéni,6189
45750,Saint-Pryvé-Saint-Mesmin,6185
42530,Saint-Genest-Lerpt,6183
78320,Verrière,6183
37600,Loches,6180
80800,Corbie,6177
17320,Marennes-Hiers-Brouage,6175
13370,Mallemort,6172
43110,Aurec-sur-Loire,6171
31340,Villemur-sur-Tarn,6170
14250,Thue et Mue,6169
74100,Ambilly,6166
42270,Saint-Priest-en-Jarez,6164
69330,Jonage,6160
14140,Livarot-Pays-dAuge,6158
14110,Condé-en-Normandie,6157
78200,Magnanville,6155
62530,Hersin-Coupigny,6147
71880,Châtenoy-le-Royal,6145
27160,Mesnils-sur-Iton,6145
44118,Chevrolière,6144
76770,Malaunay,6143
56400,Pluneret,6140
1710,Thoiry,6136
38070,Saint-Quentin-Fallavier,6129
59125,Trith-Saint-Léger,6124
66500,Prades,6124
76930,Octeville-sur-Mer,6122
76570,Pavilly,6121
35530,Noyal-sur-Vilaine,6116
34730,Prades-le-Lez,6107
30420,Calvisson,6105
38230,Pont-de-Chéruy,6096
67190,Mutzig,6094
69290,Grézieu-la-Varenne,6094
95180,Menucourt,6093
69670,Vaugneray,6091
20290,Lucciana,6091
57440,Algrange,6087
83390,Pierrefeu-du-Var,6083
54710,Ludres,6081
87220,Feytiat,6080
83430,Saint-Mandrier-sur-Mer,6079
40390,Saint-Martin-de-Seignanx,6076
56380,Guer,6068
76520,Franqueville-Saint-Pierre,6067
84350,Courthézon,6064
85290,Mortagne-sur-Sèvre,6064
1000,Saint-Denis-lès-Bourg,6063
88110,Raon-lÉtape,6061
60130,Saint-Just-en-Chaussée,6060
3600,Commentry,6059
66420,Barcarès,6049
67550,Vendenheim,6042
33830,Belin-Béliet,6039
59279,Loon-Plage,6039
9300,Lavelanet,6035
64500,Ciboure,6033
20600,Furiani,6032
78580,Maule,6024
43600,Sainte-Sigolène,6023
32500,Fleurance,6012
71450,Blanzy,6012
80500,Montdidier,6009
31130,Quint-Fonsegrives,6005
12450,Luc-la-Primaube,6000
62119,Dourges,5997
62114,Sains-en-Gohelle,5995
27510,Vexin-sur-Epte,5990
30540,Milhaud,5987
44640,Saint-Jean-de-Boiseau,5982
4700,Oraison,5981
77590,Bois-le-Roi,5979
59286,Roost-Warendin,5976
69360,Saint-Symphorien-dOzon,5965
17139,Dompierre-sur-Mer,5961
44115,Haute-Goulaine,5958
26600,Tain-lHermitage,5958
31150,Bruguières,5957
26290,Donzère,5952
16160,Gond-Pontouvre,5950
87410,Palais-sur-Vienne,5947
94480,Ablon-sur-Seine,5946
86530,Naintré,5944
76220,Gournay-en-Bray,5944
69410,Champagne-au-Mont-dOr,5936
49610,Mûrs-Erigné,5935
13590,Meyreuil,5935
84260,Sarrians,5932
83640,Saint-Zacharie,5931
84110,Vaison-la-Romaine,5929
77120,Mouroux,5928
78530,Buc,5920
86500,Montmorillon,5919
33610,Canéjan,5916
62500,Saint-Martin-lez-Tatinghem,5916
83210,Solliès-Toucas,5912
74890,Bons-en-Chablais,5907
62950,Noyelles-Godault,5906
11210,Port-la-Nouvelle,5905
79500,Melle,5904
69450,Saint-Cyr-au-Mont-dOr,5900
67610,Wantzenau,5894
84810,Aubignan,5894
35850,Gévezé,5890
83440,Fayence,5890
97116,Pointe-Noire,5888
34450,Vias,5882
34250,Palavas-les-Flots,5881
14550,Blainville-sur-Orne,5876
67230,Benfeld,5870
78730,Saint-Arnoult-en-Yvelines,5870
